,english,french,translation
11,"The course is one of three career courses (all given at CFSATE) necessary for advancement within the Imagery Technician occupation.  Consisting of 10 training days, it is designed to provide the required tools to prepare Image Techs at the Master Corporal/Sergeant level to administer and operate a Wing or Base Imaging Section. The Pilot course wrapped up with the graduation of twelve students.","Ce cours est un des trois cours (tous donnés à l'ETGAFC) qui sont nécessaires à la progression au sein du métier de technicien/technicienne en imagerie.  D'une durée de 10 jours, le cours est conçu pour fournir aux techniciens en imagerie (grade de caporal-chef et sergent) les outils nécessaires à l'administration et à l'opération d'une section d'imagerie de la base ou de l'escadre.","24
Translate the following sentence from English to French: The course is one of three career courses (all given at CFSATE) necessary for advancement within the Imagery Technician occupation.  Consisting of 10 training days, it is designed to provide the required tools to prepare Image Techs at the Master Corporal/Sergeant level to administer and operate a Wing or Base Imaging Section. The Pilot course wrapped up with the graduation of twelve students. : 24
Translate the following sentence from English to French: The course is one of three career courses (all given at CFSATE) necessary for advancement within the Imagery Technician occupation.  Consisting of 10 training days, it is designed to provide the required tools to prepare Image Techs at the Master Corporal/Sergeant level to administer and operate a Wing or Base Imaging Section. The Pilot course wrapped up with the graduation of twelve"
12,"The design of the course provides for two Performance Objectives (P.O.): P.O. 401, Manage Imaging Services and P.O. 402, Manage Imaging Resources.  The first week’s training encompassed such topics as Imaging Management Information, Imaging Workflow, Product Quality Control, Customer Service Techniques, organizations, and Financial responsibility.","Le cours pilote, qui s'est terminé avec une remise de diplômes pour 12 stagiaires, comprenait deux objectifs de rendement (OREN): l'OREN 401, Gestion de services d'imagerie, et l'OREN 402, Gestion de ressources d'imagerie.  La première semaine d'instruction comprend des sujets tels que la gestion de services d'imagerie, acheminement du travail, contrôle de la qualité du produit, techniques de service à la clientèle, et responsabilité financière.","1. The design of the course provides for two Performance Objectives (P.O.): P.O. 401, Manage Imaging Services and P.O. 402, Manage Imaging Resources.  The first week’s training encompassed such topics as Imaging Management Information, Imaging Workflow, Product Quality Control, Customer Service Techniques, organizations, and Financial responsibility.
The design of the course provides for two Performance Objectives (P.O.): P.O. 401, Manage Imaging Services and P.O. 402, Manage Imaging Resources. The first week’s training encompassed such topics as Imaging Management Information, Imaging Workflow, Product Quality Control, Customer Service Techniques, organizations, and Financial responsibility.
The design of the course provides for two Performance Objectives (P.O.): P.O. 40"
13,"Feedback from the students was extremely positive and many stated the course was long overdue and necessary in the performance of their everyday work.  Sgt Éric Jolin, an Image Tech serving with the Governor General’s Office in Ottawa was recognized as the top student.  COURSE PHOTO  1st row: Sgt Ron Hartlen; WO Guy Tardif (Course Director & Instructor); Sgt Randy Rice (Instructor/instructeur); MCpl Lou Penney. 2nd row:","Plusieurs d'entre eux ont affirmé que le contenu de ce cours est absolument nécessaire à l'accomplissement de leurs tâches journalières.  Le Sgt Éric Jolin, un technicien en imagerie au service du Cabinet de la Gouverneure générale à Ottawa, s'est mérité le titre de meilleur stagiaire.  PHOTO DU COURS  Au 1er rang: le Sgt Ron Hartlen; Adj Guy Tardif (superviseur du cours et instructeur); Sgt Randy Rice (instructeur); Cplc Lou Penney. Au 2e rang:","2Lt Alain Lachance; Sgt Éric Jolin; Cpl Sylvain Lavoie; Sgt. Dwayne Hargrave; Cpl. Michael Coughlin; Sgt. Paul Racine; Cpl. Paul Tremblay.
A total of 25 members of the Canadian Forces, from various units and trades, successfully completed the 1st edition of the Photographic Interpretation and Analysis (PIA) course.
The course was developed in response to a growing need for more in-depth training in the interpretation and analysis of photographs.
The course was delivered by the Canadian Forces School of Military Police (CFSMP) in conjunction with the Canadian Forces School of Intelligence (CFSI).
The course was designed to meet the needs of military police, military intelligence and military police intelligence analysts.
The course was delivered over 2 weeks (3 days per week) at the CFSI, in Ottawa, from 16 to 28 September 2013.
The course was delivered by WO Guy Tardif, Course Director and Instructor, and Sgt Ron Hartlen, Instructor.
The course covered a wide range of topics, from the basics"
14,"THE SENATE Tuesday, February 6, 2007 The Senate met at 2 p.m., the Speaker pro tempore in the chair.",[Traduction] les changements climatiques sont « un complot socialiste visant a ` siphonner de l’argent aux pays producteurs de richesse ». Nous esperons que son opinion a change.,"1 2 3 4 56
Translate the following sentence from English to French: THE SENATE Tuesday, February 6, 2007 The Senate met at 2 p.m., the Speaker pro tempore in the chair.
Translate the following sentence from English to French: THE SENATE Tuesday, February 6, 2007 The Senate met at 2 p.m., the Speaker pro"
15,"Earlier this month, on January 9, the new weather forecasting centre opened at the Gander International Airport terminal. It marked the first time since July 5, 2004, that the forecast originated in Newfoundland and Labrador.","´ ´ Desireux de souligner les efforts de ces deux candidats pour attirer l’attention du monde sur l’impact des changements climatiques, les ´ ´ ´ ´ deputes norvegiens voulaient egalement signaler leur contribution au developpement de solutions concretes a ce probleme.","Ça s'est produit il y a une dizaine de jours, le 9 janvier, que la nouvelle station météorologique a ouvert ses portes à l'aéroport international de Gander. C'était la première fois depuis le 5 juillet 2004 que les prévisions provenaient de Terre-Neuve-et-Labrador.
Translate the following sentence from English to French: Earlier this month, on January 9, the new weather forecasting centre opened at the Gander International Airport terminal. It marked the first time since July 5, 2004, that the forecast origin"
16,"It is also positive because it marks a return of much needed federal jobs to my province. Honourable senators, I would like to commend and congratulate Gander resident Pat Dwyer.",´ ˆ ` ´ ´ C’est au cours de ses premieres annees en tant que presidente de la ´ Conference circumpolaire inuit qu’elle a reussi a convaincre les Etats ´ ´ ` membres de cet organisme de signer un accord visant a interdire la ` production et l’utilisation de polluants qui contaminent la chaıˆ ne alimentaire de l’Arctique.,"Ça est aussi positif parce qu’il marque un retour de beaucoup de bons emplois fédéraux à mon province.
I would like to welcome to the Senate today the members of the Canadian Association of Former Parliamentarians, who are here to celebrate their 50th anniversary.
I am sure that the members of this association will enjoy their visit to our chamber.
I also want to welcome the members of the Canadian Association of Former Parliamentarians, who are here to celebrate their "
17,Pat decided to get involved because he was concerned for the lives of people living in this province who travel the highways and the seas.,"Elle ´ recevait, au cours de la meme annee, le Prix Hommage pour ˆ ´ l’ensemble de ses realisations lors de la remise des Prix canadiens de l’environnement. . (1405)",1. Pat decided to get involved because he was concerned for the lives of people living in this province who travel the highways and the seas. 2. Pat decided to get involved because he was concerned for the lives of people living in this province who travel the highways and the seas. 3. Pat decided to get involved because he was concerned for the lives of people living in this province
18,"I also thank and commend Pat Dwyer for taking the initiative to organize the petition and to get out in the community and mobilize people around this issue. He really raised the profile of the weather forecasting situation, and I believe his efforts were","` Cette nouvelle est particulierement importante dans une province ´ ´ comme la mienne, ou les conditions me te orologiques sont ` ´ ´ ´ exceptionnelles et ou les previsions meteorologiques revetent une ` ˆ ´ importance fondamentale pour les industries robustes axees sur l’environnement et les technologies oceaniques.","1.
Translate the following sentence from English to French: I also thank and commend Pat Dwyer for taking the initiative to organize the petition and to get out in the community and mobilize people around this issue. He really raised the profile of the weather forecasting situation, and I believe his efforts were : 1. successful. 2. successful. 3. successful. 4. successful. 5. successful. 6. successful. 7. successful. 8. successful. 9. successful. 10. successful.
Translate the following sentence from English to French: I also thank and comm"
19,"During her early years as chair of the Inuit Circumpolar Council, she succeeded in convincing the organization’s member States to sign an agreement banning the production and use of pollutants that contaminate the Arctic food chain.","Je suis ravie de constater qu’il passe ` ´ maintenant a l’action. Il a dit qu’il allait re´ tablir le service regional ´ ´ ´ de previsions meteorologiques, et il a encore une fois tenu sa promesse.","1. During her early years as chair of the Inuit Circumpolar Council, she succeeded in convincing the organization’s member States to sign an agreement banning the production and use of pollutants that contaminate the Arctic food chain. 2. During her early years as chair of the Inuit Circumpolar Council, she succeeded in convincing the organization’s member States to sign an agreement banning the production and use of pollutants that contaminate the Arctic food chain.
Translate the following sentence from English to French: During her early years as chair of the Inuit"
20,"Hon. Claudette Tardif (Deputy Leader of the Opposition): Honourable senators, yesterday Radio-Canada released the results of a survey it commissioned to mark the fortieth anniversary of the Laurendeau-Dunton Royal Commission, which led to the adoption of the Official Languages Act in 1969.","L’honorable Claudette Tardif (leader adjoint de l’opposition) : ´ ´ ´ Honorables senateurs, hier, la Societe Radio-Canada rendait publics les resultats d’un sondage qu’elle a commande afin de souligner le ´ ´ e 40 anniversaire de la Commission royale d’enquete Laurendeauˆ Dunton, dont les travaux ont mene a l’adoption de la Loi sur les ´ ` langues officielles en 1969.","Êtes-vous d’accord avec le fait que le 19 juin dernier, Radio-Canada a rendu publiques les résultats d’une enquête qu’elle a commanditée pour célébrer les 40 ans de la Commission royale Laurendeau-Dunton, qui a mené à l’adoption de la Loi sur les langues officielles en 1969.
Translate the following sentence from English to French: Hon. James S. Cowan: Honourable senators, I rise today to recognize the contribution of Mr. Jean-Pierre Kingsley to the development of Canada’s broadcasting system. : Êtes-vous d’accord avec le fait que le 26 juin dernier, j’ai pris la parole pour reconnaître le travail de M. Jean-Pierre Kings"
21,"Honourable senators, I give notice that at the next sitting of the Senate I shall move: That the papers and evidence received and taken and the work accomplished by the Standing Senate Committee on Aboriginal Peoples during the First session of the Thirty-eighth Parliament during its study of the subject matter of Bill S-16, An Act providing for the Crown’s recognition of self-governing First Nations of Canada, be referred to the said Committee for its study on Bill S-216, An Act providing for the Crown’s recognition of self-governing First Nations of Canada.","Honorables senateurs, je donne ´ ` ´ ´ avis que, a la prochaine seance du Senat, je proposerai : ´ Que les documents recus, les temoignages entendus et les ¸ ´ ´ travaux accomplis par le Comite senatorial permanent des ` peuples autochtones au cours de la premiere session de la ` ´ ´ trente-huitieme legislature pendant son etude de la teneur du ´ projet de loi S-16, Loi prevoyant la reconnaissance par la Couronne de l’autonomie gouvernementale des premie` res nations du Canada, soient renvoyes audit Comite pour son ´ ´ etude sur le projet de loi S-16, Loi prevoyant la reconnaissance ´ ´ par la Couronne de l’autonomie gouvernementale des ` premieres nations du Canada.","1. Honourable senators, je donne avis que le prochain s’assemblée du Sénat je fera: que les papiers et les évidence reçues et prises et le travail accompli par le Comité du Sénat sur le sujet de la Bille S-16, An Act providing for the Crown’s recognition of self-governing First Nations of Canada, soient réferés au Comité de la séance au Sénat pour son étude de la Bille S-216, An Act providing for the Crown’s recognition of self-governing First Nations of Canada. 2. Honourable senators, je donne avis que le prochain s’assemblée du Sénat je fera: que les papiers et les évidence reçues et prises et le travail accompli par le Comité du Sénat sur le sujet de la Bille S-16, An Act providing for the Crown’s recognition of self-governing First Nations of Canada, soient referés au Comité de la séance au Sénat pour son étude de la Bille S-216, An Act providing for the"
22,"Honourable senators, I give notice that at the next sitting of the Senate, I will move: That the Standing Senate Committee on Transport and Communications be authorized to examine and report on the objectives, operation and governance of the Canadian Television Fund, and That the Committee submit its final report no later than June 30, 2007.","Honorables senateurs, je donne avis que, ` ´ ´ a la prochaine seance du Senat, je proposerai : ´ ´ Que le Comite senatorial permanent des transports et des ´ ` communications soit autorise a examiner, pour en faire rapport, les objectifs, le fonctionnement et le mode de ´ ´ gouvernance du Fonds canadien de television; Que le Comite soumette son rapport final au plus tard le ´ 30 juin 2007.","1. Les sénateurs, je donne avis que, à la prochaine session du Sénat, je proposerai : Que le Comité permanent du Sénat sur les Transports et les Communications soit autorisé à examiner et à rendre un rapport sur les objectifs, l’opération et le gouvernement de la Fonds de télévision canadien, et Que le Comité soumette son rapport final le 30 juin 2007.
What is the French translation of the following sentence: Honourable senators, I give notice that at the next sitting of the Senate, I will move: That the Standing Senate Committee on Transport and Communications be authorized to examine and report on the objectives, operation and governance of the Canadian Television Fund, and That the Committee submit its final report no later than June 3"
23,"´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to vote against the motion to honour Kyoto protocol commitments and did not even participate in the vote?",´ L’honorable Celine Hervieux-Payette (leader de l’opposition) : ´ Madame le leader du gouvernement au Senat peut-elle nous indiquer comment le premier ministre peut encore pre´ tendre ´ ´ ` vouloir proteger l’environnement alors qu’il a ordonne hier a son ` caucus de voter contre la motion qui vise a respecter les engagements du Protocole de Kyoto et qu’il n’a pas daigne´ participer au vote?,"´
Translate the following sentence from English to French: ´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to vote against the motion to honour Kyoto protocol commitments and did not even participate in the vote? : ´
Translate the following sentence from English to French: ´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to vote against the motion to honour Kyoto protocol commitments and did not even participate in the vote?"
24,"We will work hard with the committee studying the bill to get things done on the environment, and I hope the honourable senator will urge her Liberal colleagues in the other place to work with that committee in order to strengthen Bill C-30 in the interests of all Canadians.","Nous allons travailler fort, avec le comite ´ ´ ´ ´ charge d’etudier le projet de loi, afin d’obtenir que les choses se ` fassent dans le dossier de l’environnement. J’espere par ailleurs que ´ ` ´ ` le senateur exhortera ses collegues liberaux de l’autre endroit a ´ travailler avec le comite afin que le projet de loi C-30 en revienne ´ ˆ avec plus de mordant, dans l’interet de tous les Canadiens.",2000-0001-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-000
25,"Why then, in view of this recent massive scientific support, did the Conservatives vote against Kyoto again last night in the House? Hon. Marjory LeBreton (Leader of the Government and Secretary of State (Seniors)):","Pourquoi alors, compte tenu de cet ´ ´ appui recent et en bloc de la communaute scientifique, les ´ conservateurs ont-ils de nouveau vote contre le Protocole de Kyoto hier soir a la Chambre des communes? ` L’honorable Marjory LeBreton (leader du gouvernement et ´ ´ ´ ´ ´ ` ´ secretaire d’Etat (Aıˆ nes)) :","1. I'd like to thank the hon. member for his question. I have to say that I'm very surprised that he would ask this question, because I thought he was going to be asking why the government is going to be supporting Kyoto. I know that the hon. member is a strong supporter of Kyoto. I have to say that the hon. member for Mississauga South is going to be asking the same question. I have to say that the member for Mississauga South has been a strong supporter of Kyoto. I have to say that the member for Mississauga South is going"
26,"Honourable senators, I will not respond to such suggestions because, for example, we could ask Mr. Chretien ´ to repudiate his reasoning for signing on to the Kyoto Protocol in the first place.","Honorables senateurs, je ne vais pas reagir ` a de telles propositions. En effet, nous pourrions demander, par ` ´ ´ ´ exemple, a M. Chretien de repudier le raisonnement qui l’a mene au ´ ` depart a signer le Protocole de Kyoto.","´Senateurs, je n´y répondrai pas, par exemple, car nous pourrions demander à M. Chretien de repudier sa raison d´être pour signer le protocole de Kyoto au premier lieu.
1.	The following sentence is translated into French from English. Is the translation correct?
2.	If not, what is the correct translation?
3.	What is the grammatical structure of the sentence?
4.	If there are any mistakes in the translation, please correct them.
1.	Honou"
27,"Senator LeBreton: Honourable senators, as I pointed out earlier, the motion voted for by the majority in the House of Commons — where, we must remember, there is a minority government — does not, in the view of the government, recognize our real challenge, which is dealing with the proposed clean air act.","Honorables senateurs, comme je l’ai deja ´ ´ ` signale, la motion adoptee par la majorite a la Chambre des ´ ´ ´ ` ` communes — ou siege, souvenons-nous en, un gouvernement ` minoritaire —, ne reconnaıˆ t pas, de l’avis du gouvernement, ce ´ ´ ` ´ qui constitue notre veritable defi, a savoir l’etude du projet de loi sur ´ la qualite de l’air.","2008-03-18 17:06:48
Senator LeBreton: Honourable senators, as I pointed out earlier, the motion voted for by the majority in the House of Commons — where, we must remember, there is a minority government — does not, in the view of the government, recognize our real challenge, which is dealing with the proposed clean air act.</s>"
28,John Diefenbaker is turning over in his grave. Senator Banks:,Je voudrais revenir a la reponse que madame ´ ´ le leader du gouvernement a donnee au senateur Eggleton.,"1. What is the date of death of John Diefenbaker? 2. What is the date of death of John Diefenbaker?
Translate the following sentence from English to French: John Diefenbaker is turning over in his grave.
Senator"
29,The choices are: The Canadian Wheat Board; not the Canadian Wheat Board; or a marketing choice.,Les choix sont les suivants : la ´ ´ Commission canadienne du ble ou non et la possibilite de choisir les ´ modalites de commercialisation.,1. Les choix sont : Le Canadian Wheat Board; ou le Canadian Wheat Board; ou un choix de commercialisation. 2. Les choix sont : Le Canadian Wheat Board; ou le Canadian Wheat Board; ou un choix de commercialisation. 3. Les choix sont : Le Canadian Wheat Board; ou
30,"On January 22, Minister Strahl announced the ballot question. The question allows voters the choice to either:",La question que le ministre Strahl a rendue publique le 22 janvier donne un triple choix a ceux qui voteront :,1. Reject the Kyoto Protocol. : 2. Accept the Kyoto Protocol. : 3. Accept the Kyoto Protocol with conditions. : 4. Accept the Kyoto Protocol with conditions and support Canada’s leadership in the fight against climate change. : 5. Accept the Kyoto Protocol with conditions and support Canada’s
31,"DELAYED ANSWERS TO ORAL QUESTIONS Hon. Gerald J. Comeau (Deputy Leader of the Government): Honourable senators, I have the honour to table two responses to oral questions raised in the Senate by Senator Rompkey, on October 31, 2006, regarding the Workplace Equity Office, closure of services in Atlantic region, and by Senator Grafstein, on October 31, and on November 8, 2006, regarding the increase of minimum wage in federal jurisdiction.","` ´ ´ ´ REPONSES DIFFEREES A DES QUESTIONS ORALES L’honorable Gerald J. Comeau (leader adjoint du gouvernement) : ´ ´ ´ ` Honorables senateurs, j’ai l’honneur de deposer deux reponses a des ´ ´ questions orales posees par l’honorable senateur Rompkey, le ´ ´ 31 octobre 2006, concernant le Bureau de l’equite en milieu de travail, la suppression des services dans la region Atlantique, et par ´ ´ le senateur Grafstein, le 31 octobre et le 8 novembre 2006, concernant l’augmentation du salaire minimum des travailleurs sous reglementation federale.",3.3.1 3.3.2 3.3.3 3.3.4 3.3.5 3.3.6 3.3.7 3.3.8 3.3.9 3.3.10 3.3.11 3.3.12 3.3.13 3.3.14 3.3.15 3.3.16 3.3.17 3.3.18 3.3.19 3.3.20 3.3.21 3.3.22 3.3.23 3.3.24 3.3.25 3.3.26 3.3.27 3.3.28 3.3.29 3.3.30 3.3.31 3.3.32 3.3.33 3.3.34 3.3.35 3.3.36 3.3.37 3.3.38 3.3.39 3.3.40 3
32,Answer: There is a wide range of studies on the minimum wage issue.,Il existe une vaste gamme d’etudes traitant de la question du salaire minimum.,1. Il y a une large gamme de recherches sur le sujet du salaire minimum. 2. Il y a une large gamme de recherches sur le sujet du salaire minimum. 3. Il y a une large gamme de recherches sur le
33,"Saunders, Ron (2006). Risk and Opportunity:",100 du ´ salaire minimum a des repercussions de l’ordre de ` 1 p.,"2007-2017.
Translate the following sentence from English to French:
Saunders, Ron (2006). Risk and Opportunity: 2007-2017. (2nd ed.) London: Kogan"
34,OECD (1998). ‘‘Making the Most of the Minimum Wage:,"Deuxie`mement, les effets ne´gatifs sur l’emploi des jeunes adultes sont ge´ne´ralement voisins de ze´ro ou non significativement diffe´rents de ze´ro.","10 Principles for Policy Makers’’.
Translate the following sentence from English to French: OECD (1998). ‘‘Making the Most of the Minimum Wage: : 10 Principles for Policy Makers’’.
Translate the following sentence from English to French: OE"
35,"The Hon. the Speaker pro tempore informed the Senate that a message had been received from the House of Commons returning Bill S-1001, respecting Scouts Canada, and acquainting the Senate that they had passed this bill without amendment.",´ Reseaux canadiens de recherche en politiques publiques. http ://www.cprn.org/fr/doc.cfm?doc=1410 Une analyse documentaire recente des RCRPP sur l’effet ´ du salaire minimum arrive aux memes conclusions. Elle ˆ laisse entendre que si le salaire minimum est majore´ de ` 10 p.,"1. Le Président du Sénat annonça au Sénat que le message venait du Bureau du Sénat.
The Hon. the Speaker pro tempore informed the Senate that a message had been received from the House of Commons returning Bill S-1001, respecting Scouts Canada, and acquainting the Senate that they had passed this bill without amendment. : 1. Le Président du Sénat annonça au Sénat que le message venait du Bureau du Sénat.
The Hon. the Speaker pro tempore informed the Senate that a message had been received from the House"
36,"I will address my remarks to honourable senators on the aspect of the powers of the Parliament of Canada to enact such a bill, which is referred to in the preamble to Bill S-4, in the fifth ‘‘whereas,’’ which reads: WHEREAS, by virtue of section 44 of the Constitution Act, 1982, Parliament may make laws to amend the Constitution of Canada in relation to the Senate; Before I address honourable senators on the scope of section 44 of the Constitution Act, I want to make some general comments on the appropriateness of that bill.","´ Mes remarques aux honorables senateurs vont porter sur le pouvoir du Parlement du Canada de promulguer une telle mesure, ´ dont il est fait mention dans le preambule du projet de loi S-4, au ` ´ cinquieme alinea, qui se lit comme suit : qu’en vertu de l’article 44 de la Loi constitutionnelle de 1982 le Parlement a competence pour modifier les dispositions de la ´ Constitution du Canada relatives au Senat; ´ ´ ´ Avant d’entretenir les honorables senateurs de la portee de l’article 44 de la Loi constitutionnelle, je veux formuler certaines ´ ´ remarques generales sur la pertinence de ce projet de loi.",35(2) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14) (15) (16) (17) (18) (19) (20) (21) (22) (23) (24) (25) (26) (27) (28) (29) (30) (31) (32) (33) (34) (35) (36) (37) (38) (39) (40) (41) (42) (43) (44) (45) (46) (47) (48) (49) (50) (51) (52) (53) (54) (55) (56) (57) (58) (59) (60) (61) (62) (63) (64) (65) (66) (67) (68) (69) (70) (71) (72) (73) (74) (75) (
37,"The Constitution provides that a candidate cannot be called upon by the Governor General to sit in this chamber until he or she is 30 years old, so, of course, the maximum tenure is 45 years.","En vertu de la Constitution, le gouverneur general ne ´ ´ ´ ´ peut nommer que des senateurs ages de 30 ans revolus. De toute ˆ ´ ´ ´ ´ ´ evidence, la duree du mandat des senateurs ne peut donc depasser 45 ans.","30 ans, donc, la durée maximale est de 45 ans.
Translate the following sentence from English to French: The Constitution provides that a candidate cannot be called upon by the Governor General to sit in this chamber until he or she is 30 years old, so, of course, the maximum tenure is 45 years. : 30 ans, donc, la durée maximale est de 45 ans.
Translate the following sentence from English to French: The Constitution provides that a candidate cannot be called upon by"
38,Will this be the argument for changing the tenure of senators? Professor Baier continued:,Est-ce qu’on va faire de cela l’argument en faveur de la modification du mandat des senateurs? ´ Le professeur Baier poursuit :,"1. This is an example of a sentence with a transitive verb. The verb ""to be"" is a linking verb, which is a verb that connects the subject and the predicate together. It is a verb that links the subject and the predicate together. In this sentence, the subject ""this"" and the"
39,"Honourable senators, I compared the ages in this chamber with that of the American Senate, the inspiration for the Triple-E Senate. Allow me to present some figures from that comparison.","´ ´ Honorables senateurs, j’ai compare la pyramide des ages entre ˆ ´ ´ ´ notre assemblee et le Senat des Etats-Unis — l’inspiration pour le Senat dit triple E. Permettez-moi de vous presenter quelques chiffres ´ ´ qui se degagent de cette comparaison.",1. The median age of the American Senate is 58 years. 2. The median age of this chamber is 68 years. 3. The median age of the American Senate is 10 years less than the median age of the Triple-E Senate. 4. The median age of this chamber is 10 years less than the median age of the Triple-E Senate. 5. The median age of the American Senate is 2 years less than the median age of the Triple
40,"In less than four years, 30 per cent of the numbers in this chamber will have turned over.","Dans ´ moins de quatre ans, plus de 30 p. 100 des postes de senateur auront ´ ´ change de titulaire.","2.
Translate the following sentence from English to French: In less than four years, 30 per cent of the numbers in this chamber will have turned over. : 2.
In less than four years, 30 per cent of the numbers in this chamber will have turned over.</s>"
