,english,french,translation
10,"Council Decision 95/133/EC: OJ L 89, 21.4.1995; Bull.",Reconduction précédente: décision 95/133/CE du Conseil - JO L 89 du 21.4.1995 et Bull.,"21
[EN] - Translate: Council Decision 95/133/EC: OJ L 89, 21.4.1995; Bull. : 2
[DE] - Translate: Rats-Entscheidung 95/133/EG: OJ L 89, 21.4.1995"
11,"The course is one of three career courses (all given at CFSATE) necessary for advancement within the Imagery Technician occupation.  Consisting of 10 training days, it is designed to provide the required tools to prepare Image Techs at the Master Corporal/Sergeant level to administer and operate a Wing or Base Imaging Section. The Pilot course wrapped up with the graduation of twelve students.","Ce cours est un des trois cours (tous donnés à l'ETGAFC) qui sont nécessaires à la progression au sein du métier de technicien/technicienne en imagerie.  D'une durée de 10 jours, le cours est conçu pour fournir aux techniciens en imagerie (grade de caporal-chef et sergent) les outils nécessaires à l'administration et à l'opération d'une section d'imagerie de la base ou de l'escadre.",2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-02 : 2017-03-
12,"The design of the course provides for two Performance Objectives (P.O.): P.O. 401, Manage Imaging Services and P.O. 402, Manage Imaging Resources.  The first week’s training encompassed such topics as Imaging Management Information, Imaging Workflow, Product Quality Control, Customer Service Techniques, organizations, and Financial responsibility.","Le cours pilote, qui s'est terminé avec une remise de diplômes pour 12 stagiaires, comprenait deux objectifs de rendement (OREN): l'OREN 401, Gestion de services d'imagerie, et l'OREN 402, Gestion de ressources d'imagerie.  La première semaine d'instruction comprend des sujets tels que la gestion de services d'imagerie, acheminement du travail, contrôle de la qualité du produit, techniques de service à la clientèle, et responsabilité financière.",1. Imaging Management Information  2. Imaging Workflow  3. Product Quality Control  4. Customer Service Techniques  5. Imaging Organizations  6. Financial Responsibility  7. Imaging Technology and Equipment  8. Marketing  9. Human Resource Management  10. Inventory Management  11. Security  12. Insurance  13. Contracts  14. Invoicing  15. Business Planning and Analysis  16. Legal Issues  17. Imaging Operations  18. Imaging Sales  19. Imaging Maintenance  20. Imaging Management Information  21. Imaging Workflow  222. Product Quality Control  23. Customer Service Techniques  24
13,"Feedback from the students was extremely positive and many stated the course was long overdue and necessary in the performance of their everyday work.  Sgt Éric Jolin, an Image Tech serving with the Governor General’s Office in Ottawa was recognized as the top student.  COURSE PHOTO  1st row: Sgt Ron Hartlen; WO Guy Tardif (Course Director & Instructor); Sgt Randy Rice (Instructor/instructeur); MCpl Lou Penney. 2nd row:","Plusieurs d'entre eux ont affirmé que le contenu de ce cours est absolument nécessaire à l'accomplissement de leurs tâches journalières.  Le Sgt Éric Jolin, un technicien en imagerie au service du Cabinet de la Gouverneure générale à Ottawa, s'est mérité le titre de meilleur stagiaire.  PHOTO DU COURS  Au 1er rang: le Sgt Ron Hartlen; Adj Guy Tardif (superviseur du cours et instructeur); Sgt Randy Rice (instructeur); Cplc Lou Penney. Au 2e rang:","1st Lt John Gagnon; Sgt Éric Jolin; Cpl Paul St-Amant; Sgt John Hutchinson. 3rd row: Sgt Kevin Hicks; Sgt Chris Patterson; Sgt Dale O’Neill; Sgt Pierre-Luc Gagnon.  Cpl Paul St-Amant, a member of the Canadian Forces School of Signals in Borden, Ontario was recognized as the top student.  COURSE PHOTO  1st row: Sgt Ron Hartlen; WO Guy Tardif (Course Director & Instructor); Sgt Randy Rice (Instructor/instructeur); MCpl Lou Penney. 2nd row: 1st Lt John Gagnon; Sgt Éric Jolin; Cpl Paul St-Amant; Sgt John Hutchinson. 3rd row: Sgt Kevin Hicks; Sgt Chris Patterson; Sgt Dale O’Neill; Sgt Pierre-Luc Gagnon.  Cpl Paul St-Amant, a member of the Canadian Forces School of Signals in Borden, Ontario was recognized as the top student. "
14,"THE SENATE Tuesday, February 6, 2007 The Senate met at 2 p.m., the Speaker pro tempore in the chair.",[Traduction] les changements climatiques sont « un complot socialiste visant a ` siphonner de l’argent aux pays producteurs de richesse ». Nous esperons que son opinion a change.,"12053 - The Honourable Senator Carstairs moved, seconded by the Honourable Senator Keon: That, in accordance with the order adopted by the Senate on Tuesday, February 6, 2007, the Senate do now adjourn. : 12054 - The Honourable Senator Keon moved, seconded by the Honourable Senator Carstairs: That, notwith"
15,"Earlier this month, on January 9, the new weather forecasting centre opened at the Gander International Airport terminal. It marked the first time since July 5, 2004, that the forecast originated in Newfoundland and Labrador.","´ ´ Desireux de souligner les efforts de ces deux candidats pour attirer l’attention du monde sur l’impact des changements climatiques, les ´ ´ ´ ´ deputes norvegiens voulaient egalement signaler leur contribution au developpement de solutions concretes a ce probleme.","2005-01-20 00:00:00.0
[EN] - Translate: Earlier this month, on January 9, the new weather forecasting centre opened at the Gander International Airport terminal. It marked the first time since July 5, 2004, that the forecast originated in Newfoundland and Labrador. : 2005-01-20 00:00:00.0
[FR] - Translate: Earlier this month, on January 9, the new weather forecasting centre"
16,"It is also positive because it marks a return of much needed federal jobs to my province. Honourable senators, I would like to commend and congratulate Gander resident Pat Dwyer.",´ ˆ ` ´ ´ C’est au cours de ses premieres annees en tant que presidente de la ´ Conference circumpolaire inuit qu’elle a reussi a convaincre les Etats ´ ´ ` membres de cet organisme de signer un accord visant a interdire la ` production et l’utilisation de polluants qui contaminent la chaıˆ ne alimentaire de l’Arctique.,"1. The new jobs will be welcome, especially in this difficult time for the province. 2. I would like to congratulate and commend the mayor of Gander, Mr. John Hodder, and his council.
[EN] - Translate: It is also positive because it marks a return of much needed federal jobs to my province. Honourable senators, I would like to commend and congratulate Gander resident Pat Dwyer. : 1. The new"
17,Pat decided to get involved because he was concerned for the lives of people living in this province who travel the highways and the seas.,"Elle ´ recevait, au cours de la meme annee, le Prix Hommage pour ˆ ´ l’ensemble de ses realisations lors de la remise des Prix canadiens de l’environnement. . (1405)","2011-11-27 15:28:00
[EN] - Translate: Pat decided to get involved because he was concerned for the lives of people living in this province who travel the highways and the seas. : 2011-11-27 15:28:00"
18,"I also thank and commend Pat Dwyer for taking the initiative to organize the petition and to get out in the community and mobilize people around this issue. He really raised the profile of the weather forecasting situation, and I believe his efforts were","` Cette nouvelle est particulierement importante dans une province ´ ´ comme la mienne, ou les conditions me te orologiques sont ` ´ ´ ´ exceptionnelles et ou les previsions meteorologiques revetent une ` ˆ ´ importance fondamentale pour les industries robustes axees sur l’environnement et les technologies oceaniques.","100% successful.
[EN] - Translate: I also thank and commend Pat Dwyer for taking the initiative to organize the petition and to get out in the community and mobilize people around this issue. He really raised the profile of the weather forecasting situation, and I believe his efforts were : 100% successful.
[FR] - Translate: I also thank and commend Pat Dwyer for taking the initiative to organize the petition and to get out in the community and mobilize people around this issue. He really raised the profile of the weather forec"
19,"During her early years as chair of the Inuit Circumpolar Council, she succeeded in convincing the organization’s member States to sign an agreement banning the production and use of pollutants that contaminate the Arctic food chain.","Je suis ravie de constater qu’il passe ` ´ maintenant a l’action. Il a dit qu’il allait re´ tablir le service regional ´ ´ ´ de previsions meteorologiques, et il a encore une fois tenu sa promesse.",2006-05-03: 2006-05-03: 2006-05-03: 2006-05-03: 2006-05-03: 2006-05-03: 2006-05-03: 2006-05-03: 2006-05-03: 2006-05-03: 
20,"Hon. Claudette Tardif (Deputy Leader of the Opposition): Honourable senators, yesterday Radio-Canada released the results of a survey it commissioned to mark the fortieth anniversary of the Laurendeau-Dunton Royal Commission, which led to the adoption of the Official Languages Act in 1969.","L’honorable Claudette Tardif (leader adjoint de l’opposition) : ´ ´ ´ Honorables senateurs, hier, la Societe Radio-Canada rendait publics les resultats d’un sondage qu’elle a commande afin de souligner le ´ ´ e 40 anniversaire de la Commission royale d’enquete Laurendeauˆ Dunton, dont les travaux ont mene a l’adoption de la Loi sur les ´ ` langues officielles en 1969.","2009-06-08
[EN] - Translate: Hon. Claudette Tardif (Deputy Leader of the Opposition): Honourable senators, yesterday Radio-Canada released the results of a survey it commissioned to mark the fortieth anniversary of the Laurendeau-Dunton Royal Commission, which led to the adoption of the Official Languages Act in 1969. : 2009-06-08
[FR] - Translate: Hon. Claudette Tardif (Deputy Leader of the Opposition): Honourable senators, yesterday Radio-Canada released the results of a survey it commissioned to mark the fortieth anniversary of the Laurendeau-Dunton Royal Commission, which"
21,"Honourable senators, I give notice that at the next sitting of the Senate I shall move: That the papers and evidence received and taken and the work accomplished by the Standing Senate Committee on Aboriginal Peoples during the First session of the Thirty-eighth Parliament during its study of the subject matter of Bill S-16, An Act providing for the Crown’s recognition of self-governing First Nations of Canada, be referred to the said Committee for its study on Bill S-216, An Act providing for the Crown’s recognition of self-governing First Nations of Canada.","Honorables senateurs, je donne ´ ` ´ ´ avis que, a la prochaine seance du Senat, je proposerai : ´ Que les documents recus, les temoignages entendus et les ¸ ´ ´ travaux accomplis par le Comite senatorial permanent des ` peuples autochtones au cours de la premiere session de la ` ´ ´ trente-huitieme legislature pendant son etude de la teneur du ´ projet de loi S-16, Loi prevoyant la reconnaissance par la Couronne de l’autonomie gouvernementale des premie` res nations du Canada, soient renvoyes audit Comite pour son ´ ´ etude sur le projet de loi S-16, Loi prevoyant la reconnaissance ´ ´ par la Couronne de l’autonomie gouvernementale des ` premieres nations du Canada.","2006-02-07 11:24:00
[EN] - Notice of Motion: Honourable senators, I give notice that at the next sitting of the Senate I shall move: That the papers and evidence received and taken and the work accomplished by the Standing Senate Committee on Aboriginal Peoples during the First session of the Thirty-eighth Parliament during its study of the subject matter of Bill S-16, An Act providing for the Crown’s recognition of self-governing First Nations of Canada, be referred to the said Committee for its study on Bill S-216, An Act providing for the Crown’s recognition of self-governing First Nations of Canada.: 2006-02-07 11:24:00
[EN] - Notice of Motion: Honourable senators, I give notice that at the next sitting of the Senate I shall move: That the papers and evidence received and taken and the work accomplished by the Standing Senate Committee on Aboriginal Peoples during the First session of the Thirty-eighth Parliament during its study of the subject matter of Bill S-16, An Act providing for the Crown’s recognition of self-governing First Nations of"
22,"Honourable senators, I give notice that at the next sitting of the Senate, I will move: That the Standing Senate Committee on Transport and Communications be authorized to examine and report on the objectives, operation and governance of the Canadian Television Fund, and That the Committee submit its final report no later than June 30, 2007.","Honorables senateurs, je donne avis que, ` ´ ´ a la prochaine seance du Senat, je proposerai : ´ ´ Que le Comite senatorial permanent des transports et des ´ ` communications soit autorise a examiner, pour en faire rapport, les objectifs, le fonctionnement et le mode de ´ ´ gouvernance du Fonds canadien de television; Que le Comite soumette son rapport final au plus tard le ´ 30 juin 2007.","1
[EN] - Translate: Honourable senators, I give notice that at the next sitting of the Senate, I will move: That the Standing Senate Committee on Transport and Communications be authorized to examine and report on the objectives, operation and governance of the Canadian Television Fund, and That the Committee submit its final report no later than June 30, 2007. : 1
[FR] - Translate: L'honorable sénateur, je donne avis que, à la prochaine séance de la Chambre, je présenterai la motion suivante: Que la Commission permanente du Sénat sur les Transport et Communications soit autorisée à examiner et à rendre un rapport sur les objectifs, la fonctionnement et le gouvernance du Fonds"
23,"´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to vote against the motion to honour Kyoto protocol commitments and did not even participate in the vote?",´ L’honorable Celine Hervieux-Payette (leader de l’opposition) : ´ Madame le leader du gouvernement au Senat peut-elle nous indiquer comment le premier ministre peut encore pre´ tendre ´ ´ ` vouloir proteger l’environnement alors qu’il a ordonne hier a son ` caucus de voter contre la motion qui vise a respecter les engagements du Protocole de Kyoto et qu’il n’a pas daigne´ participer au vote?,"´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to vote against the motion to honour Kyoto protocol commitments and did not even participate in the vote? : ´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to vote against the motion to honour Kyoto protocol commitments and did not even participate in the vote? : ´ Hon. Celine Hervieux-Payette (Leader of the O"
24,"We will work hard with the committee studying the bill to get things done on the environment, and I hope the honourable senator will urge her Liberal colleagues in the other place to work with that committee in order to strengthen Bill C-30 in the interests of all Canadians.","Nous allons travailler fort, avec le comite ´ ´ ´ ´ charge d’etudier le projet de loi, afin d’obtenir que les choses se ` fassent dans le dossier de l’environnement. J’espere par ailleurs que ´ ` ´ ` le senateur exhortera ses collegues liberaux de l’autre endroit a ´ travailler avec le comite afin que le projet de loi C-30 en revienne ´ ˆ avec plus de mordant, dans l’interet de tous les Canadiens.",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
25,"Why then, in view of this recent massive scientific support, did the Conservatives vote against Kyoto again last night in the House? Hon. Marjory LeBreton (Leader of the Government and Secretary of State (Seniors)):","Pourquoi alors, compte tenu de cet ´ ´ appui recent et en bloc de la communaute scientifique, les ´ conservateurs ont-ils de nouveau vote contre le Protocole de Kyoto hier soir a la Chambre des communes? ` L’honorable Marjory LeBreton (leader du gouvernement et ´ ´ ´ ´ ´ ` ´ secretaire d’Etat (Aıˆ nes)) :","1) The government has been very clear in its support for the ratification of the Kyoto Protocol. 2) The government is committed to taking action to reduce greenhouse gas emissions. 3) The government has taken action in a number of areas to reduce greenhouse gas emissions, including: a) the implementation of the fuel quality regulations, which will reduce greenhouse gas emissions by 4.5 million tonnes by 2010; b) the implementation of the regulations on fuel efficiency for new vehicles, which will reduce greenhouse gas emissions by "
26,"Honourable senators, I will not respond to such suggestions because, for example, we could ask Mr. Chretien ´ to repudiate his reasoning for signing on to the Kyoto Protocol in the first place.","Honorables senateurs, je ne vais pas reagir ` a de telles propositions. En effet, nous pourrions demander, par ` ´ ´ ´ exemple, a M. Chretien de repudier le raisonnement qui l’a mene au ´ ` depart a signer le Protocole de Kyoto.","1. (3) - [FR] - Honourable senators, I will not respond to such suggestions because, for example, we could ask Mr. Chretien to repudiate his reasoning for signing on to the Kyoto Protocol in the first place.
[EN] - Translate: Honourable senators, I will not respond to such suggestions because, for example, we could ask Mr. Chretien to repudiate his reasoning for signing on to the Kyoto Protocol in the first place. : 1. (3"
27,"Senator LeBreton: Honourable senators, as I pointed out earlier, the motion voted for by the majority in the House of Commons — where, we must remember, there is a minority government — does not, in the view of the government, recognize our real challenge, which is dealing with the proposed clean air act.","Honorables senateurs, comme je l’ai deja ´ ´ ` signale, la motion adoptee par la majorite a la Chambre des ´ ´ ´ ` ` communes — ou siege, souvenons-nous en, un gouvernement ` minoritaire —, ne reconnaıˆ t pas, de l’avis du gouvernement, ce ´ ´ ` ´ qui constitue notre veritable defi, a savoir l’etude du projet de loi sur ´ la qualite de l’air.","2008-10-02
[EN] - Translate: Senator LeBreton: Honourable senators, as I pointed out earlier, the motion voted for by the majority in the House of Commons — where, we must remember, there is a minority government — does not, in the view of the government, recognize our real challenge, which is dealing with the proposed clean air act : 2008-10-02
[FR] - Translate: LeBreton: Les senateurs, je voudrais que vous connaissiez les mesures qui ont été prises par le gouvernement dans le cadre de la loi sur l'air propre. : 2008-10-0"
28,John Diefenbaker is turning over in his grave. Senator Banks:,Je voudrais revenir a la reponse que madame ´ ´ le leader du gouvernement a donnee au senateur Eggleton.,"2013-06-14 15:59:40
[EN] - Translate: John Diefenbaker is turning over in his grave. Senator Banks: : 2013-06"
29,The choices are: The Canadian Wheat Board; not the Canadian Wheat Board; or a marketing choice.,Les choix sont les suivants : la ´ ´ Commission canadienne du ble ou non et la possibilite de choisir les ´ modalites de commercialisation.,"1. The Canadian Wheat Board; 2. Not the Canadian Wheat Board; 3. A marketing choice. : 1. The Canadian Wheat Board; 2. Not the Canadian Wheat Board; 3. A marketing choice.
[EN] - Translate: The choices are:"
30,"On January 22, Minister Strahl announced the ballot question. The question allows voters the choice to either:",La question que le ministre Strahl a rendue publique le 22 janvier donne un triple choix a ceux qui voteront :,"1) Keep the current system of a Senate and House of Commons, or 2) Adopt a system of a directly elected Senate and a House of Commons elected by proportional representation.
[EN] - Translate: On January 22, Minister Strahl announced the ballot question. The question allows voters the choice to either"
31,"DELAYED ANSWERS TO ORAL QUESTIONS Hon. Gerald J. Comeau (Deputy Leader of the Government): Honourable senators, I have the honour to table two responses to oral questions raised in the Senate by Senator Rompkey, on October 31, 2006, regarding the Workplace Equity Office, closure of services in Atlantic region, and by Senator Grafstein, on October 31, and on November 8, 2006, regarding the increase of minimum wage in federal jurisdiction.","` ´ ´ ´ REPONSES DIFFEREES A DES QUESTIONS ORALES L’honorable Gerald J. Comeau (leader adjoint du gouvernement) : ´ ´ ´ ` Honorables senateurs, j’ai l’honneur de deposer deux reponses a des ´ ´ questions orales posees par l’honorable senateur Rompkey, le ´ ´ 31 octobre 2006, concernant le Bureau de l’equite en milieu de travail, la suppression des services dans la region Atlantique, et par ´ ´ le senateur Grafstein, le 31 octobre et le 8 novembre 2006, concernant l’augmentation du salaire minimum des travailleurs sous reglementation federale.",1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-1066613-10
32,Answer: There is a wide range of studies on the minimum wage issue.,Il existe une vaste gamme d’etudes traitant de la question du salaire minimum.,"2013-01-11 21:13:23
[EN] - Translate: Answer: There is a wide range of studies on the minimum wage issue. : 2013-01"
33,"Saunders, Ron (2006). Risk and Opportunity:",100 du ´ salaire minimum a des repercussions de l’ordre de ` 1 p.,"101 Ways to Make the Most of Risk
The book is available in French here:
http://www.amazon.fr/Risk-Opportunity-101-Ways-Most/dp/0415386"
34,OECD (1998). ‘‘Making the Most of the Minimum Wage:,"Deuxie`mement, les effets ne´gatifs sur l’emploi des jeunes adultes sont ge´ne´ralement voisins de ze´ro ou non significativement diffe´rents de ze´ro.","100% of the minimum wage for a 40-hour week is now $6.00. The minimum wage is adjusted for inflation annually in July.
[EN] - Translate: OECD (1998). ‘‘Making the Most of"
35,"The Hon. the Speaker pro tempore informed the Senate that a message had been received from the House of Commons returning Bill S-1001, respecting Scouts Canada, and acquainting the Senate that they had passed this bill without amendment.",´ Reseaux canadiens de recherche en politiques publiques. http ://www.cprn.org/fr/doc.cfm?doc=1410 Une analyse documentaire recente des RCRPP sur l’effet ´ du salaire minimum arrive aux memes conclusions. Elle ˆ laisse entendre que si le salaire minimum est majore´ de ` 10 p.,"1
[FR] - Translate: The Hon. the Speaker pro tempore informed the Senate that a message had been received from the House of Commons returning Bill C-84, respecting the Corrections and Conditional Release Act and the Criminal Code, and acquainting the Senate that they had passed this bill without amendment. : 1
[FR] - Translate: The Hon. the Speaker pro tempore informed the Senate that a message had been received from the House of Commons returning Bill C-85, respecting the Food and Drugs Act and the Food and Drug Regulations"
36,"I will address my remarks to honourable senators on the aspect of the powers of the Parliament of Canada to enact such a bill, which is referred to in the preamble to Bill S-4, in the fifth ‘‘whereas,’’ which reads: WHEREAS, by virtue of section 44 of the Constitution Act, 1982, Parliament may make laws to amend the Constitution of Canada in relation to the Senate; Before I address honourable senators on the scope of section 44 of the Constitution Act, I want to make some general comments on the appropriateness of that bill.","´ Mes remarques aux honorables senateurs vont porter sur le pouvoir du Parlement du Canada de promulguer une telle mesure, ´ dont il est fait mention dans le preambule du projet de loi S-4, au ` ´ cinquieme alinea, qui se lit comme suit : qu’en vertu de l’article 44 de la Loi constitutionnelle de 1982 le Parlement a competence pour modifier les dispositions de la ´ Constitution du Canada relatives au Senat; ´ ´ ´ Avant d’entretenir les honorables senateurs de la portee de l’article 44 de la Loi constitutionnelle, je veux formuler certaines ´ ´ remarques generales sur la pertinence de ce projet de loi.",1. I want to make some general comments on the appropriateness of that bill. 2. I want to make some general comments on the appropriateness of that bill. 3. I want to make some general comments on the appropriateness of that bill. 4. I want to make some general comments on the appropriateness of that bill. 5. I want to make some general comments on the appropriateness of that bill. 6. I want to make some general comments on the appropriateness of that bill. 7. I want to make some general comments on the appropriateness of that bill. 8. I want to make some general comments on the appropriateness of that bill. 9. I want to make some general comments on the appropriateness of that bill. 10. I want to make some general comments on the appropriateness of that bill. 11. I want to make some general comments on the appropriateness of that bill. 12. I want to make some general comments on the appropriateness of that bill. 13. I want to make some general comments on the appropriateness of that bill. 14. I want to make some general comments on the appropriateness of that bill. 15. I want to make some general comments on
37,"The Constitution provides that a candidate cannot be called upon by the Governor General to sit in this chamber until he or she is 30 years old, so, of course, the maximum tenure is 45 years.","En vertu de la Constitution, le gouverneur general ne ´ ´ ´ ´ peut nommer que des senateurs ages de 30 ans revolus. De toute ˆ ´ ´ ´ ´ ´ evidence, la duree du mandat des senateurs ne peut donc depasser 45 ans.","30 years, 45 years.
[FR] - Translate: The Constitution provides that a candidate cannot be called upon by the Governor General to sit in this chamber until he or she is 30 years old, so, of course, the maximum tenure is 45 years. : 30 years, 45 years.
[FR] - Translate: The Constitution provides that a candidate cannot be called upon by the Governor General to sit in this chamber until he or she is 30 years old"
38,Will this be the argument for changing the tenure of senators? Professor Baier continued:,Est-ce qu’on va faire de cela l’argument en faveur de la modification du mandat des senateurs? ´ Le professeur Baier poursuit :,1. I think the debate on the tenure of senators has been going on for a long time. I think we should discuss the tenure of senators in the next session of the National Assembly. 2. I think we should discuss the tenure of senators in the
39,"Honourable senators, I compared the ages in this chamber with that of the American Senate, the inspiration for the Triple-E Senate. Allow me to present some figures from that comparison.","´ ´ Honorables senateurs, j’ai compare la pyramide des ages entre ˆ ´ ´ ´ notre assemblee et le Senat des Etats-Unis — l’inspiration pour le Senat dit triple E. Permettez-moi de vous presenter quelques chiffres ´ ´ qui se degagent de cette comparaison.","1. In the United States, the average age of senators is 66. In the Canadian Senate, the average age is 65. 2. In the United States, senators are elected to 6-year terms. In Canada, senators are appointed for life. 3. In the United States, senators are elected by the people. In Canada, senators are appointed by the Prime Minister. 4. In the United States, senators are elected by the"
40,"In less than four years, 30 per cent of the numbers in this chamber will have turned over.","Dans ´ moins de quatre ans, plus de 30 p. 100 des postes de senateur auront ´ ´ change de titulaire.","2010-07-06 11:00:00
[EN] - Translate: In less than four years, 30 per cent of the numbers in this chamber will have turned over. : 2010-07-06 11"
