,english,french,translation
13,"Feedback from the students was extremely positive and many stated the course was long overdue and necessary in the performance of their everyday work.  Sgt Éric Jolin, an Image Tech serving with the Governor General’s Office in Ottawa was recognized as the top student.  COURSE PHOTO  1st row: Sgt Ron Hartlen; WO Guy Tardif (Course Director & Instructor); Sgt Randy Rice (Instructor/instructeur); MCpl Lou Penney. 2nd row:","Plusieurs d'entre eux ont affirmé que le contenu de ce cours est absolument nécessaire à l'accomplissement de leurs tâches journalières.  Le Sgt Éric Jolin, un technicien en imagerie au service du Cabinet de la Gouverneure générale à Ottawa, s'est mérité le titre de meilleur stagiaire.  PHOTO DU COURS  Au 1er rang: le Sgt Ron Hartlen; Adj Guy Tardif (superviseur du cours et instructeur); Sgt Randy Rice (instructeur); Cplc Lou Penney. Au 2e rang:",1er rang: Sgt Ron Hartlen; WO Guy Tardif (Directeur et instructeur); Sgt Randy Rice (Instructeur/instructeur); MCpl Lou Penney. 2e rang: ### English: 1st row: Sgt Ron Hartlen; WO Guy Tardif (Course Director & Instructor); Sgt Randy Rice (Instructor/instructeur); MCpl Lou Penney. 2nd row: ## French: 1er rang: Sgt Ron Hartlen; WO Guy Tardif (Directeur et instructeur); Sgt Randy Rice (Instructeur/instructeur); MCpl Lou Penney. 2e rang: ### English: 1st row: Sgt Ron Hartlen; WO Guy Tardif (Course Director & Instructor); Sgt Randy Rice (Instructor/instructeur); MCpl Lou Penney. 2nd row: ## French: 1er rang: Sgt Ron Hartlen; WO Guy Tardif (Directeur et instructeur); Sgt Randy Rice (Instructeur/instructeur); MCpl Lou Penney.
14,"THE SENATE Tuesday, February 6, 2007 The Senate met at 2 p.m., the Speaker pro tempore in the chair.",[Traduction] les changements climatiques sont « un complot socialiste visant a ` siphonner de l’argent aux pays producteurs de richesse ». Nous esperons que son opinion a change.,"6 février 2007 Le Sénat s’est réuni à 14 h, le président pro tempore en fonction. ### English: THE SENATE Tuesday, February 6, 2007 The Senate met at 2 p.m., the Speaker pro tempore in the chair. ### French: 6 février 2007 Le Sénat a réuni à "
15,"Earlier this month, on January 9, the new weather forecasting centre opened at the Gander International Airport terminal. It marked the first time since July 5, 2004, that the forecast originated in Newfoundland and Labrador.","´ ´ Desireux de souligner les efforts de ces deux candidats pour attirer l’attention du monde sur l’impact des changements climatiques, les ´ ´ ´ ´ deputes norvegiens voulaient egalement signaler leur contribution au developpement de solutions concretes a ce probleme.","10 janvier 2005, le nouveau centre de prévision météorologique a ouvert ses portes à l'aéroport international de Gander. Il s'agissait de la première fois depuis le 5 juillet 2004 que la prévision météorologique était faite en Nouvelle-Écosse et Terre-Neuve-et-Labrador. ### English: Earlier this month, on January 9, the new weather forecasting centre opened at the Gander International Airport terminal. It marked the first time since July 5, 2004"
16,"It is also positive because it marks a return of much needed federal jobs to my province. Honourable senators, I would like to commend and congratulate Gander resident Pat Dwyer.",´ ˆ ` ´ ´ C’est au cours de ses premieres annees en tant que presidente de la ´ Conference circumpolaire inuit qu’elle a reussi a convaincre les Etats ´ ´ ` membres de cet organisme de signer un accord visant a interdire la ` production et l’utilisation de polluants qui contaminent la chaıˆ ne alimentaire de l’Arctique.,"2001, c. 22, par. 13(1) (a) et (b). 2001, c. 22, par. 13(1) (c). 2001, c. 22, par. 13(1) (d). 2001, c. 22, par. 13(1) (e). 2001, c"
17,Pat decided to get involved because he was concerned for the lives of people living in this province who travel the highways and the seas.,"Elle ´ recevait, au cours de la meme annee, le Prix Hommage pour ˆ ´ l’ensemble de ses realisations lors de la remise des Prix canadiens de l’environnement. . (1405)",100 % de la viande de lait est transformée en produits laitiers et les produits laitiers sont transformés en produits de consommation. ## Anglais: 100% of the milk is converted into dairy products and dairy products are converted into consumer products. ### French: 2
18,"I also thank and commend Pat Dwyer for taking the initiative to organize the petition and to get out in the community and mobilize people around this issue. He really raised the profile of the weather forecasting situation, and I believe his efforts were","` Cette nouvelle est particulierement importante dans une province ´ ´ comme la mienne, ou les conditions me te orologiques sont ` ´ ´ ´ exceptionnelles et ou les previsions meteorologiques revetent une ` ˆ ´ importance fondamentale pour les industries robustes axees sur l’environnement et les technologies oceaniques.","2004, c. 12, s. 14. 2004, c. 12, s. 14. 2004, c. 12, s. 14. 2004, c. 12, s. 14. 2004, c. 12, s. 14. 2004, c. 12, s. 14. 2004, c. 12, s. 14. "
19,"During her early years as chair of the Inuit Circumpolar Council, she succeeded in convincing the organization’s member States to sign an agreement banning the production and use of pollutants that contaminate the Arctic food chain.","Je suis ravie de constater qu’il passe ` ´ maintenant a l’action. Il a dit qu’il allait re´ tablir le service regional ´ ´ ´ de previsions meteorologiques, et il a encore une fois tenu sa promesse.","1995, elle a été élue présidente du Conseil circumpolaire des Inuits. Elle a réussi à convaincre les États membres du Conseil de signer un accord interdisant la production et l’utilisation de polluants qui contaminent la chaîne alimentaire de l’Arctique. ### English: She has been involved in the Inuit Circumpolar Council for more than 20 years and has been its president since 1995. She has also been involved in the development of the organization"
20,"Hon. Claudette Tardif (Deputy Leader of the Opposition): Honourable senators, yesterday Radio-Canada released the results of a survey it commissioned to mark the fortieth anniversary of the Laurendeau-Dunton Royal Commission, which led to the adoption of the Official Languages Act in 1969.","L’honorable Claudette Tardif (leader adjoint de l’opposition) : ´ ´ ´ Honorables senateurs, hier, la Societe Radio-Canada rendait publics les resultats d’un sondage qu’elle a commande afin de souligner le ´ ´ e 40 anniversaire de la Commission royale d’enquete Laurendeauˆ Dunton, dont les travaux ont mene a l’adoption de la Loi sur les ´ ` langues officielles en 1969.","1999, le 10e anniversaire de la Loi sur les langues officielles, le 1er mai, le 20e anniversaire de la Loi sur le contrôle des produits alimentaires, le 1er juin, le 10e anniversaire de la Loi sur le contrôle des produits pharmaceutiques et des médicaments, le 1er juillet, le 10e anniversaire de la Loi sur la sécurité alimentaire, le 1er août, le 10e anniversaire de la Loi sur les produits de consommation, le 1er septembre, le 10e anniversaire de la Loi sur la santé, le 1er octobre, le "
21,"Honourable senators, I give notice that at the next sitting of the Senate I shall move: That the papers and evidence received and taken and the work accomplished by the Standing Senate Committee on Aboriginal Peoples during the First session of the Thirty-eighth Parliament during its study of the subject matter of Bill S-16, An Act providing for the Crown’s recognition of self-governing First Nations of Canada, be referred to the said Committee for its study on Bill S-216, An Act providing for the Crown’s recognition of self-governing First Nations of Canada.","Honorables senateurs, je donne ´ ` ´ ´ avis que, a la prochaine seance du Senat, je proposerai : ´ Que les documents recus, les temoignages entendus et les ¸ ´ ´ travaux accomplis par le Comite senatorial permanent des ` peuples autochtones au cours de la premiere session de la ` ´ ´ trente-huitieme legislature pendant son etude de la teneur du ´ projet de loi S-16, Loi prevoyant la reconnaissance par la Couronne de l’autonomie gouvernementale des premie` res nations du Canada, soient renvoyes audit Comite pour son ´ ´ etude sur le projet de loi S-16, Loi prevoyant la reconnaissance ´ ´ par la Couronne de l’autonomie gouvernementale des ` premieres nations du Canada.","1. M. le Président, j’annonce que je ferai, à la prochaine session de la Chambre, la motion suivante : Que les papiers et les témoignages reçus et pris et le travail accompli par le Comité permanent de la Chambre des Sénateurs sur les peuples autochtones pendant la première session de la 38e législature, lors de son examen du projet de loi S-16, An Act to provide for the Crown’s recognition of self-governing First Nations of Canada, soient transmis au Comité permanent de la Chambre des Sénateurs pour son examen du projet de loi S-216, An Act to provide for the Crown’s recognition of self-governing First Nations of Canada. 2. M. le Président, j’annonce que je ferai, à la prochaine session de la Chambre, la motion suivante : Que la motion ci-dessus soit portée à l’ordre du jour sans débat. 3. M. le Président, j’annonce que je ferai, à la prochaine session de la Chambre, la motion suivante : Que la motion ci-dessus soit portée à"
22,"Honourable senators, I give notice that at the next sitting of the Senate, I will move: That the Standing Senate Committee on Transport and Communications be authorized to examine and report on the objectives, operation and governance of the Canadian Television Fund, and That the Committee submit its final report no later than June 30, 2007.","Honorables senateurs, je donne avis que, ` ´ ´ a la prochaine seance du Senat, je proposerai : ´ ´ Que le Comite senatorial permanent des transports et des ´ ` communications soit autorise a examiner, pour en faire rapport, les objectifs, le fonctionnement et le mode de ´ ´ gouvernance du Fonds canadien de television; Que le Comite soumette son rapport final au plus tard le ´ 30 juin 2007.","1. L'honorable Jean-Pierre Côté (Bellechasse-Etchemin-Montmagny, Lib.): L'honorable Jean-Pierre Côté (Bellechasse-Etchemin-Montmagny, Lib.): 1. L'honorable Jean-Pierre Côté (Bellechasse-Etchemin-Montmagny, Lib.): 2. L'honorable Jean-Pierre Côté (Bellechasse-Etchemin-Montmagny, Lib.): 3. L'honorable Jean-Pierre Côté (Bellechasse-Etchemin-Montmagny, Lib.): 4. L'honorable Jean-Pierre Côté (Bellechasse"
23,"´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to vote against the motion to honour Kyoto protocol commitments and did not even participate in the vote?",´ L’honorable Celine Hervieux-Payette (leader de l’opposition) : ´ Madame le leader du gouvernement au Senat peut-elle nous indiquer comment le premier ministre peut encore pre´ tendre ´ ´ ` vouloir proteger l’environnement alors qu’il a ordonne hier a son ` caucus de voter contre la motion qui vise a respecter les engagements du Protocole de Kyoto et qu’il n’a pas daigne´ participer au vote?,"´ Le leader de l’opposition, Mme Céline Hervieux-Payette (Réforme démocratique): Le chef du gouvernement dans le Sénat, est-ce que le Premier ministre peut encore affirmer vouloir protéger l’environnement, alors qu’il a ordonné à son groupe parlementaire de voter contre la motion qui vise à respecter les engagements du Protocole de Kyoto et qu’il n’a pas même participé à la vote? ### English: ´ Hon. Celine Hervieux-Payette (Leader of the Opposition): Will the Leader of the Government in the Senate tell us how the Prime Minister can still claim to wish to protect the environment when, yesterday, he ordered his caucus to"
24,"We will work hard with the committee studying the bill to get things done on the environment, and I hope the honourable senator will urge her Liberal colleagues in the other place to work with that committee in order to strengthen Bill C-30 in the interests of all Canadians.","Nous allons travailler fort, avec le comite ´ ´ ´ ´ charge d’etudier le projet de loi, afin d’obtenir que les choses se ` fassent dans le dossier de l’environnement. J’espere par ailleurs que ´ ` ´ ` le senateur exhortera ses collegues liberaux de l’autre endroit a ´ travailler avec le comite afin que le projet de loi C-30 en revienne ´ ˆ avec plus de mordant, dans l’interet de tous les Canadiens.",1. Je suis heureux de voir que le comité étudiera cette loi. Je souhaite que les membres du comité travaillent ensemble pour améliorer la loi. 2. Je suis heureux de voir que le comité examine la loi C-30. Je souhaite que les membres du comité travaillent ensemble pour améliorer la loi. 3. Je suis heureux de voir que le comité examine la loi C-30. Je souhaite que les membres du comité travaillent ensemble pour améliorer la loi. 4. Je suis heureux de voir que le
25,"Why then, in view of this recent massive scientific support, did the Conservatives vote against Kyoto again last night in the House? Hon. Marjory LeBreton (Leader of the Government and Secretary of State (Seniors)):","Pourquoi alors, compte tenu de cet ´ ´ appui recent et en bloc de la communaute scientifique, les ´ conservateurs ont-ils de nouveau vote contre le Protocole de Kyoto hier soir a la Chambre des communes? ` L’honorable Marjory LeBreton (leader du gouvernement et ´ ´ ´ ´ ´ ` ´ secretaire d’Etat (Aıˆ nes)) :","2. Pourquoi, alors que la science a clairement démontré que le réchauffement climatique est une menace pour l'humanité, les conservateurs ont-ils voté contre le Protocole de Kyoto encore une fois hier soir au Parlement? M. Michel Gauthier (Roberval-Lac-Saint-Jean, BQ): ### English: Why then, in view of this recent massive scientific support, did the Conservatives vote against Kyoto again last night in the House? Hon. Marjory LeBre"
26,"Honourable senators, I will not respond to such suggestions because, for example, we could ask Mr. Chretien ´ to repudiate his reasoning for signing on to the Kyoto Protocol in the first place.","Honorables senateurs, je ne vais pas reagir ` a de telles propositions. En effet, nous pourrions demander, par ` ´ ´ ´ exemple, a M. Chretien de repudier le raisonnement qui l’a mene au ´ ` depart a signer le Protocole de Kyoto.","12. Le ministre des Affaires étrangères, en accord avec le ministre de l´Environnement, a présenté à la Chambre des communes le projet de loi de l´Annexe du Protocole de Kyoto, le 20 juin 2002. 13. Le ministre des Affaires étrangères a présenté à la Chambre des communes le projet de loi de l´Annexe du Protocole de Kyoto, le 20 juin 2002."
27,"Senator LeBreton: Honourable senators, as I pointed out earlier, the motion voted for by the majority in the House of Commons — where, we must remember, there is a minority government — does not, in the view of the government, recognize our real challenge, which is dealing with the proposed clean air act.","Honorables senateurs, comme je l’ai deja ´ ´ ` signale, la motion adoptee par la majorite a la Chambre des ´ ´ ´ ` ` communes — ou siege, souvenons-nous en, un gouvernement ` minoritaire —, ne reconnaıˆ t pas, de l’avis du gouvernement, ce ´ ´ ` ´ qui constitue notre veritable defi, a savoir l’etude du projet de loi sur ´ la qualite de l’air.","19. Le Sénateur LeBreton : Messieurs d'honneur, j'ai déjà souligné que le vote à la Chambre des communes, où il y a un gouvernement minoritaire, ne reconnaît pas notre véritable défi, qui est de gérer le projet de loi sur l'air propre. ### English: Senator LeBreton: Honourable senators, I have already pointed out that the vote in the House of Commons, where there is a minority government, does not recognize our real challenge, which is to manage the proposed Clean Air Act. ## French: 20. Le Sénateur LeBreton : Messieurs d'honneur, je veux revenir à la question du"
28,John Diefenbaker is turning over in his grave. Senator Banks:,Je voudrais revenir a la reponse que madame ´ ´ le leader du gouvernement a donnee au senateur Eggleton.,2006-07-06 2006-07-06 2006-07-06 2006-07-06 2006
29,The choices are: The Canadian Wheat Board; not the Canadian Wheat Board; or a marketing choice.,Les choix sont les suivants : la ´ ´ Commission canadienne du ble ou non et la possibilite de choisir les ´ modalites de commercialisation.,1. Le Canadian Wheat Board; 2. Pas le Canadian Wheat Board; 3. Un choix de vente. ### English: The choices are: The Canadian Wheat Board; not the Canadian Wheat Board; or a marketing choice. ## French: 1. Le Canadian
30,"On January 22, Minister Strahl announced the ballot question. The question allows voters the choice to either:",La question que le ministre Strahl a rendue publique le 22 janvier donne un triple choix a ceux qui voteront :,1. Maintain the existing 308-seat House of Commons and maintain the current electoral system; or 2. Reduce the number of seats in the House of Commons to 295 and change to the mixed-member proportional (MMP) electoral system. ### French: 1
31,"DELAYED ANSWERS TO ORAL QUESTIONS Hon. Gerald J. Comeau (Deputy Leader of the Government): Honourable senators, I have the honour to table two responses to oral questions raised in the Senate by Senator Rompkey, on October 31, 2006, regarding the Workplace Equity Office, closure of services in Atlantic region, and by Senator Grafstein, on October 31, and on November 8, 2006, regarding the increase of minimum wage in federal jurisdiction.","` ´ ´ ´ REPONSES DIFFEREES A DES QUESTIONS ORALES L’honorable Gerald J. Comeau (leader adjoint du gouvernement) : ´ ´ ´ ` Honorables senateurs, j’ai l’honneur de deposer deux reponses a des ´ ´ questions orales posees par l’honorable senateur Rompkey, le ´ ´ 31 octobre 2006, concernant le Bureau de l’equite en milieu de travail, la suppression des services dans la region Atlantique, et par ´ ´ le senateur Grafstein, le 31 octobre et le 8 novembre 2006, concernant l’augmentation du salaire minimum des travailleurs sous reglementation federale.","1. Questions orales sans réponses préalables Hon. Gerald J. Comeau (Chef adjoint du gouvernement): L'honorable sénateur, je suis heureux d'avoir l'honneur de présenter deux réponses à des questions orales portant sur les bureaux de l'équité au travail, la fermeture des services dans la région de l'Atlantique et le salaire minimum dans le domaine fédéral. ### English: DELAYED ANSWERS TO ORAL QUESTIONS Hon. Gerald J. Comeau (Deputy Leader of the Government): Honourable senators, I have the honour to table two responses to oral questions raised in the Senate by Senator Rompkey, on October 31, 2006, regarding the Workplace Equity Office, closure of services in Atlantic region, and by Senator Grafstein, on October 31, and on November 8, 2006, regarding the increase of minimum wage in federal jurisdiction. ## French: 1. Questions orales sans réponses préalables Hon. Gerald J. Comeau (Chef adjoint du"
32,Answer: There is a wide range of studies on the minimum wage issue.,Il existe une vaste gamme d’etudes traitant de la question du salaire minimum.,1. Que sont les études sur le salaire minimum? 1. Quels sont les travaux sur le salaire minimum? 2. Quel est le salaire minimum? 2. Quel est le s
33,"Saunders, Ron (2006). Risk and Opportunity:",100 du ´ salaire minimum a des repercussions de l’ordre de ` 1 p.,"2006, p. 26. ### French: 2006, p. 26. ### English: Saunders, Ron (2006). Risk and Opportunity: ## French: 2"
34,OECD (1998). ‘‘Making the Most of the Minimum Wage:,"Deuxie`mement, les effets ne´gatifs sur l’emploi des jeunes adultes sont ge´ne´ralement voisins de ze´ro ou non significativement diffe´rents de ze´ro.",0ECD (1998). « Making the Most of the Minimum Wage: ### Anglais: OECD (1998). « Making the Most of the Minimum Wage: 0ECD (1998). « Making the
35,"The Hon. the Speaker pro tempore informed the Senate that a message had been received from the House of Commons returning Bill S-1001, respecting Scouts Canada, and acquainting the Senate that they had passed this bill without amendment.",´ Reseaux canadiens de recherche en politiques publiques. http ://www.cprn.org/fr/doc.cfm?doc=1410 Une analyse documentaire recente des RCRPP sur l’effet ´ du salaire minimum arrive aux memes conclusions. Elle ˆ laisse entendre que si le salaire minimum est majore´ de ` 10 p.,"1. La présidente du Sénat a transmis au Sénat un message du Bureau des affaires parlementaires du gouvernement, portant que le projet de loi C-29, sur le contrôle de la qualité des produits alimentaires, a été rendu sans amendement par la Chambre des communes. 2. La présidente du Sénat a transmis au Sénat un message du Bureau des affaires parlementaires du gouvernement, portant que le projet de loi C-29, sur le contrôle de la qualité des produits alimentaires,"
36,"I will address my remarks to honourable senators on the aspect of the powers of the Parliament of Canada to enact such a bill, which is referred to in the preamble to Bill S-4, in the fifth ‘‘whereas,’’ which reads: WHEREAS, by virtue of section 44 of the Constitution Act, 1982, Parliament may make laws to amend the Constitution of Canada in relation to the Senate; Before I address honourable senators on the scope of section 44 of the Constitution Act, I want to make some general comments on the appropriateness of that bill.","´ Mes remarques aux honorables senateurs vont porter sur le pouvoir du Parlement du Canada de promulguer une telle mesure, ´ dont il est fait mention dans le preambule du projet de loi S-4, au ` ´ cinquieme alinea, qui se lit comme suit : qu’en vertu de l’article 44 de la Loi constitutionnelle de 1982 le Parlement a competence pour modifier les dispositions de la ´ Constitution du Canada relatives au Senat; ´ ´ ´ Avant d’entretenir les honorables senateurs de la portee de l’article 44 de la Loi constitutionnelle, je veux formuler certaines ´ ´ remarques generales sur la pertinence de ce projet de loi.","1. En ce qui concerne le contenu de la loi, je vais m’adresser aux honorables sénateurs sur le pouvoir du Parlement du Canada d’en adopter une, qui est mentionné dans la préambule de la Loi S-4, au cinquième « oùas », qui lit : OUVRAGES DE LA CONSTITUTION DU CANADA En ce qui concerne les pouvoirs du Parlement du Canada d’en adopter une, je vais m’adresser aux honorables sénateurs sur le contenu de la section 44 de la Loi constitutionnelle de 1982. Je veux faire quelques commentaires générales sur l’utilité de cette section avant d’en aborder le contenu. 2. En ce qui concerne le contenu de la loi, je vais m’adresser aux honorables sénateurs sur le pouvoir du Parlement du Canada d’en adopter une, qui est mentionné dans la préambule de la Loi S-4, au cinquième « oùas », qui lit : OUVRAGES DE LA CONSTITUTION DU CANADA En ce qui concerne les pouvoirs"
37,"The Constitution provides that a candidate cannot be called upon by the Governor General to sit in this chamber until he or she is 30 years old, so, of course, the maximum tenure is 45 years.","En vertu de la Constitution, le gouverneur general ne ´ ´ ´ ´ peut nommer que des senateurs ages de 30 ans revolus. De toute ˆ ´ ´ ´ ´ ´ evidence, la duree du mandat des senateurs ne peut donc depasser 45 ans.","2.1.2. Le Gouverneur général peut nommer à titre de sénateur des citoyens qui n’ont pas moins de 30 ans et qui sont âgés de 30 ans au moins au moment de leur nomination. Les candidats doivent être citoyens du Canada et résidants du Canada. Ils doivent avoir exercé, pendant au moins cinq ans, un métier ou une profession. Les candidats doivent avoir été membres du Conseil légis"
38,Will this be the argument for changing the tenure of senators? Professor Baier continued:,Est-ce qu’on va faire de cela l’argument en faveur de la modification du mandat des senateurs? ´ Le professeur Baier poursuit :,"2.2) En cas de réforme, sera-t-il nécessaire de changer la durée de mandat des sénateurs? Professeur Baier a poursuivi: ### English: Will this be the argument for changing the tenure of"
39,"Honourable senators, I compared the ages in this chamber with that of the American Senate, the inspiration for the Triple-E Senate. Allow me to present some figures from that comparison.","´ ´ Honorables senateurs, j’ai compare la pyramide des ages entre ˆ ´ ´ ´ notre assemblee et le Senat des Etats-Unis — l’inspiration pour le Senat dit triple E. Permettez-moi de vous presenter quelques chiffres ´ ´ qui se degagent de cette comparaison.","2. Les parlements régionaux. Les parlements régionaux ont été créés par la Loi sur les régions du Québec (L.R.Q., c. R-20) et sont composés de membres élus pour un mandat de six ans. Les membres sont élus au scrutin uninominal. ### English: 2. Regional parliaments. The regional parliaments were created by the Act respecting regional county municipalities"
40,"In less than four years, 30 per cent of the numbers in this chamber will have turned over.","Dans ´ moins de quatre ans, plus de 30 p. 100 des postes de senateur auront ´ ´ change de titulaire.",30 % des membres de ce corps se sont déjà remplacés en moins de quatre ans. ### English: The Senate has been in existence for 140 years. The first meeting of the Senate took place on 24 May 1867. ### French: Le S
